timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ,magX,magY,magZ
1386186012.16,0.5102,0.463,0.5148,-0.0088,0.0302,0.0294,0.027,0.875,-0.0555555555556,1.57777777778
1386186012.17,0.5092,0.4612,0.5136,-0.0074,0.0278,0.0282,0.027,0.875,-0.0555555555556,1.57777777778
1386186012.18,0.513,0.4644,0.5204,-0.0056,0.023,0.0248,0.027,0.875,-0.0416666666667,1.58055555556
1386186012.19,0.5088,0.4608,0.519,-0.0068,0.0238,0.0234,0.0268,0.872222222222,-0.0527777777778,1.6
1386186012.2,0.5076,0.4604,0.519,-0.0082,0.0246,0.0228,0.0268,0.872222222222,-0.0527777777778,1.6
1386186012.2,0.5066,0.4594,0.5204,-0.0088,0.0244,0.0222,0.029,0.902777777778,-0.0583333333333,1.58333333333
1386186012.21,0.5064,0.4604,0.5218,-0.0092,0.0236,0.0222,0.029,0.902777777778,-0.0583333333333,1.58333333333
1386186012.22,0.5024,0.4604,0.5208,-0.0104,0.0224,0.0222,0.0256,0.855555555556,-0.05,1.58055555556
1386186012.23,0.5016,0.4586,0.5192,-0.01,0.0216,0.0228,0.0256,0.855555555556,-0.05,1.58055555556
1386186012.23,0.504,0.4622,0.5214,-0.0086,0.0198,0.0234,0.0284,0.894444444444,-0.0555555555556,1.60555555556
1386186012.25,0.5046,0.465,0.522,-0.0028,0.0138,0.0244,0.0262,0.863888888889,-0.0388888888889,1.58611111111
1386186012.25,0.5078,0.468,0.5246,0.0002,0.012,0.0244,0.0264,0.866666666667,-0.05,1.59722222222
1386186012.26,0.513,0.4692,0.529,0.0024,0.0116,0.0244,0.0264,0.866666666667,-0.05,1.59722222222
1386186012.27,0.5124,0.4692,0.5286,0.0036,0.0122,0.0236,0.0266,0.869444444444,-0.0305555555556,1.58888888889
1386186012.28,0.5086,0.4686,0.5274,0.0012,0.0176,0.0214,0.0272,0.877777777778,-0.0444444444444,1.58888888889
1386186012.3,0.5016,0.4602,0.5278,-0.0062,0.0286,0.0208,0.0258,0.858333333333,-0.0444444444444,1.58888888889
1386186012.31,0.4956,0.4544,0.525,-0.0072,0.0306,0.0212,0.0264,0.866666666667,-0.0444444444444,1.60833333333
1386186012.32,0.4954,0.4552,0.5248,-0.0044,0.028,0.0216,0.0248,0.844444444444,-0.0194444444444,1.60555555556
1386186012.33,0.5,0.4604,0.5278,0.0002,0.0236,0.0222,0.0248,0.844444444444,-0.0194444444444,1.60555555556
1386186012.34,0.504,0.462,0.5254,0.0164,0.0132,0.0234,0.026,0.861111111111,-0.0361111111111,1.60833333333
1386186012.35,0.5064,0.4638,0.5264,0.022,0.0104,0.024,0.0262,0.863888888889,-0.0388888888889,1.6
1386186012.36,0.508,0.4644,0.5272,0.0266,0.008,0.0248,0.0262,0.863888888889,-0.0388888888889,1.6
1386186012.39,0.5092,0.464,0.5292,0.0316,0.0092,0.023,0.027,0.875,-0.0277777777778,1.575
1386186012.42,0.5038,0.4574,0.5258,0.0298,0.0122,0.0224,0.027,0.875,-0.0277777777778,1.59722222222
1386186012.42,0.5038,0.459,0.526,0.0308,0.0106,0.0226,0.027,0.875,-0.0277777777778,1.59722222222
1386186012.43,0.5072,0.4614,0.5278,0.0326,0.0088,0.023,0.0258,0.858333333333,-0.0361111111111,1.60833333333
1386186012.43,0.509,0.4622,0.5276,0.0338,0.008,0.0234,0.0258,0.858333333333,-0.0361111111111,1.60833333333
1386186012.45,0.5092,0.4614,0.5236,0.0358,0.0074,0.0234,0.027,0.875,-0.025,1.6
1386186012.48,0.5102,0.4616,0.5246,0.0358,0.0032,0.0232,0.0262,0.863888888889,-0.0361111111111,1.61944444444
1386186012.51,0.508,0.4602,0.5234,0.0294,0.0004,0.0198,0.026,0.861111111111,-0.0111111111111,1.58888888889
1386186012.52,0.5056,0.4586,0.5216,0.0292,-0.0032,0.0196,0.027,0.875,-0.0194444444444,1.6
1386186012.54,0.5032,0.456,0.5188,0.0326,-0.0096,0.0202,0.0278,0.886111111111,-0.0277777777778,1.60277777778
1386186012.56,0.507,0.4558,0.514,0.0492,-0.0336,0.0202,0.0274,0.880555555556,-0.0416666666667,1.59722222222
1386186012.58,0.5172,0.465,0.5166,0.07,-0.0612,0.0194,0.0268,0.872222222222,-0.0472222222222,1.57222222222
1386186012.58,0.5198,0.4656,0.5166,0.0764,-0.0696,0.0186,0.0268,0.872222222222,-0.0472222222222,1.57222222222
1386186012.59,0.5212,0.4628,0.5134,0.0856,-0.081,0.017,0.0288,0.9,-0.0444444444444,1.58055555556
1386186012.6,0.5206,0.462,0.5126,0.0892,-0.086,0.0162,0.0298,0.913888888889,-0.0638888888889,1.56388888889
1386186012.61,0.5206,0.4642,0.5124,0.094,-0.0972,0.0152,0.03,0.916666666667,-0.0611111111111,1.56666666667
1386186012.62,0.5184,0.461,0.5094,0.096,-0.1018,0.0148,0.03,0.916666666667,-0.0611111111111,1.56666666667
1386186012.62,0.5164,0.4574,0.5064,0.0982,-0.1066,0.015,0.031,0.930555555556,-0.0972222222222,1.56666666667
1386186012.63,0.5158,0.4562,0.5038,0.102,-0.1128,0.0152,0.031,0.930555555556,-0.0972222222222,1.56666666667
1386186012.64,0.5158,0.4582,0.5024,0.1068,-0.1208,0.016,0.0316,0.938888888889,-0.0888888888889,1.55277777778
1386186012.64,0.5212,0.4642,0.5058,0.113,-0.1296,0.0172,0.0316,0.938888888889,-0.0888888888889,1.55277777778
1386186012.65,0.525,0.4682,0.5086,0.1188,-0.1374,0.0184,0.0316,0.938888888889,-0.0888888888889,1.55277777778
1386186012.66,0.5248,0.4662,0.5072,0.123,-0.142,0.0194,0.032,0.944444444444,-0.113888888889,1.54166666667
1386186012.66,0.5248,0.4636,0.505,0.1262,-0.1448,0.0198,0.032,0.944444444444,-0.113888888889,1.54166666667
1386186012.67,0.5244,0.4632,0.5036,0.1282,-0.1478,0.0204,0.0318,0.941666666667,-0.119444444444,1.54444444444
1386186012.67,0.527,0.4694,0.5052,0.1298,-0.1514,0.0212,0.0318,0.941666666667,-0.119444444444,1.54444444444
1386186012.68,0.5286,0.4754,0.506,0.13,-0.1536,0.0216,0.0334,0.963888888889,-0.125,1.51111111111
1386186012.68,0.5286,0.4764,0.5056,0.129,-0.1548,0.022,0.0334,0.963888888889,-0.125,1.51111111111
1386186012.7,0.5266,0.4742,0.503,0.1236,-0.152,0.023,0.0346,0.980555555556,-0.15,1.51944444444
1386186012.7,0.5234,0.4742,0.501,0.1202,-0.1506,0.023,0.0346,0.980555555556,-0.15,1.51944444444
1386186012.71,0.5164,0.4734,0.4982,0.1146,-0.1502,0.023,0.0344,0.977777777778,-0.161111111111,1.5
1386186012.72,0.5212,0.4778,0.5028,0.1136,-0.151,0.0232,0.0362,1.00277777778,-0.169444444444,1.48888888889
1386186012.73,0.5248,0.4842,0.5058,0.1104,-0.1502,0.0202,0.0354,0.991666666667,-0.169444444444,1.48611111111
1386186012.74,0.5132,0.4798,0.5004,0.1018,-0.1424,0.0166,0.0364,1.00555555556,-0.183333333333,1.47777777778
1386186012.76,0.531,0.5148,0.5194,0.0952,-0.1318,0.0178,0.0364,1.00555555556,-0.183333333333,1.47777777778
1386186012.77,0.6044,0.5954,0.5288,0.0866,-0.122,0.0268,0.0364,1.00555555556,-0.183333333333,1.47777777778
1386186012.77,0.6226,0.572,0.5338,0.0222,-0.1864,0.1204,0.0354,0.991666666667,-0.216666666667,1.45555555556
1386186012.81,0.4914,0.4922,0.5054,-0.0842,-0.1558,0.147,0.0292,0.905555555556,-0.266666666667,1.46944444444
1386186012.83,0.502,0.4974,0.509,-0.0656,-0.1204,0.117,0.03,0.916666666667,-0.283333333333,1.46666666667
1386186012.84,0.4932,0.474,0.49,-0.0572,-0.0954,0.0894,0.0304,0.922222222222,-0.280555555556,1.45277777778
1386186012.85,0.493,0.4822,0.5066,-0.0532,-0.0892,0.0814,0.0304,0.922222222222,-0.280555555556,1.45277777778
1386186012.85,0.4904,0.4818,0.4968,-0.0494,-0.0786,0.0696,0.0284,0.894444444444,-0.291666666667,1.46666666667
1386186012.86,0.5016,0.486,0.4958,-0.0444,-0.0658,0.0582,0.0284,0.894444444444,-0.291666666667,1.46666666667
1386186012.86,0.4984,0.483,0.4968,-0.0414,-0.0564,0.0494,0.0286,0.897222222222,-0.277777777778,1.46944444444
1386186012.87,0.4914,0.4726,0.492,-0.0412,-0.046,0.0408,0.0286,0.897222222222,-0.277777777778,1.46944444444
1386186012.88,0.4908,0.472,0.488,-0.041,-0.0374,0.031,0.0286,0.897222222222,-0.277777777778,1.46944444444
1386186012.89,0.4824,0.4726,0.4886,-0.0426,-0.0262,0.0034,0.0276,0.883333333333,-0.266666666667,1.475
1386186012.95,0.492,0.513,0.5224,0.0332,-0.0894,-0.06,0.0286,0.897222222222,-0.3,1.46388888889
1386186012.95,0.5006,0.527,0.533,0.0522,-0.0956,-0.0684,0.0286,0.897222222222,-0.3,1.46388888889
1386186012.98,0.538,0.5308,0.5464,0.1558,-0.1346,-0.082,0.0338,0.969444444444,-0.311111111111,1.40833333333
1386186012.99,0.643,0.6704,0.6008,0.2046,-0.176,-0.0638,0.0338,0.969444444444,-0.311111111111,1.40833333333
1386186013.0,0.6052,0.5664,0.5562,0.1972,-0.1746,-0.039,0.035,0.986111111111,-0.327777777778,1.41666666667
1386186013.01,0.5748,0.5702,0.5476,0.1468,-0.1486,0.0008,0.035,0.986111111111,-0.352777777778,1.38611111111
1386186013.02,0.6046,0.6016,0.5612,0.1086,-0.1342,0.0372,0.0352,0.988888888889,-0.358333333333,1.39444444444
1386186013.03,0.5922,0.5892,0.5534,0.0794,-0.1176,0.056,0.0352,0.988888888889,-0.358333333333,1.39444444444
1386186013.04,0.5872,0.5828,0.5528,0.0512,-0.101,0.075,0.0346,0.980555555556,-0.355555555556,1.4
1386186013.05,0.5766,0.5814,0.5562,0.0086,-0.0812,0.113,0.0318,0.941666666667,-0.369444444444,1.39444444444
1386186013.05,0.5736,0.5802,0.5572,-0.0138,-0.0734,0.126,0.0318,0.941666666667,-0.369444444444,1.39444444444
1386186013.06,0.57,0.5828,0.5576,-0.034,-0.0686,0.1452,0.0318,0.941666666667,-0.369444444444,1.39444444444
1386186013.07,0.567,0.5806,0.5566,-0.0522,-0.0658,0.164,0.0308,0.927777777778,-0.386111111111,1.37777777778
1386186013.07,0.5714,0.5862,0.56,-0.0686,-0.0648,0.182,0.0308,0.927777777778,-0.386111111111,1.37777777778
1386186013.08,0.5698,0.5894,0.5568,-0.0838,-0.0652,0.1988,0.029,0.902777777778,-0.391666666667,1.38611111111
1386186013.08,0.5676,0.5876,0.554,-0.0992,-0.0652,0.2142,0.029,0.902777777778,-0.391666666667,1.38611111111
1386186013.1,0.562,0.5826,0.5518,-0.1284,-0.0638,0.2432,0.0272,0.877777777778,-0.416666666667,1.39166666667
1386186013.1,0.5602,0.5818,0.5494,-0.1426,-0.0628,0.256,0.025,0.847222222222,-0.413888888889,1.38611111111
1386186013.13,0.5234,0.5306,0.5186,-0.2306,-0.039,0.3166,0.0184,0.755555555556,-0.452777777778,1.38611111111
1386186013.14,0.5178,0.518,0.5118,-0.2474,-0.0336,0.3286,0.0184,0.755555555556,-0.452777777778,1.38611111111
1386186013.15,0.5146,0.5066,0.5022,-0.2828,-0.029,0.3512,0.0108,0.65,-0.444444444444,1.41111111111
1386186013.16,0.5078,0.5012,0.4924,-0.3058,-0.0296,0.36,0.0086,0.619444444444,-0.438888888889,1.38333333333
1386186013.17,0.4924,0.4876,0.4826,-0.3384,-0.0308,0.377,0.0042,0.558333333333,-0.441666666667,1.38611111111
1386186013.17,0.503,0.4848,0.4932,-0.3398,-0.031,0.383,0.0042,0.558333333333,-0.441666666667,1.38611111111
1386186013.18,0.5062,0.478,0.4824,-0.3498,-0.0306,0.3894,0.0042,0.558333333333,-0.441666666667,1.38611111111
1386186013.18,0.4724,0.4728,0.453,-0.383,-0.0268,0.3892,0.0004,0.505555555556,-0.427777777778,1.38333333333
1386186013.2,0.4706,0.4524,0.4572,-0.4332,-0.0312,0.39,-0.0036,0.45,-0.444444444444,1.38611111111
1386186013.2,0.477,0.4516,0.4568,-0.4402,-0.035,0.3866,-0.0036,0.45,-0.444444444444,1.38611111111
1386186013.21,0.461,0.4544,0.4524,-0.446,-0.0422,0.3818,-0.0096,0.366666666667,-0.422222222222,1.36388888889
1386186013.22,0.4424,0.4466,0.4414,-0.4514,-0.0544,0.3666,-0.0126,0.325,-0.441666666667,1.36388888889
1386186013.23,0.4484,0.4498,0.4442,-0.4438,-0.0626,0.3592,-0.0126,0.325,-0.441666666667,1.36388888889
1386186013.26,0.4372,0.4352,0.4324,-0.3832,-0.0638,0.3152,-0.018,0.25,-0.441666666667,1.31666666667
1386186013.26,0.4252,0.436,0.4294,-0.3704,-0.0596,0.3018,-0.0212,0.205555555556,-0.416666666667,1.31666666667
1386186013.27,0.4288,0.435,0.4316,-0.353,-0.056,0.2876,-0.0212,0.205555555556,-0.416666666667,1.31666666667
1386186013.28,0.4214,0.4306,0.4254,-0.3124,-0.05,0.2552,-0.0238,0.169444444444,-0.416666666667,1.28888888889
1386186013.29,0.4178,0.433,0.4238,-0.2888,-0.0492,0.2386,-0.0274,0.119444444444,-0.411111111111,1.31944444444
1386186013.3,0.4144,0.4326,0.421,-0.2224,-0.0492,0.1958,-0.0258,0.141666666667,-0.419444444444,1.29444444444
1386186013.31,0.4116,0.4346,0.4194,-0.197,-0.0492,0.1784,-0.0258,0.141666666667,-0.419444444444,1.29444444444
1386186013.34,0.413,0.4418,0.4196,-0.0648,-0.0424,0.0806,-0.0268,0.127777777778,-0.411111111111,1.275
1386186013.35,0.4126,0.442,0.4196,-0.0404,-0.0368,0.0594,-0.0268,0.127777777778,-0.411111111111,1.275
1386186013.36,0.4136,0.4494,0.4244,0.0064,-0.022,0.0146,-0.028,0.111111111111,-0.425,1.28611111111
1386186013.36,0.413,0.4488,0.4268,0.029,-0.0116,-0.0084,-0.028,0.111111111111,-0.425,1.28611111111
1386186013.37,0.4104,0.4468,0.4302,0.0512,-0.0004,-0.031,-0.0266,0.130555555556,-0.408333333333,1.31666666667
1386186013.38,0.4098,0.4456,0.4324,0.0726,0.0118,-0.0534,-0.0266,0.130555555556,-0.408333333333,1.31666666667
1386186013.38,0.4082,0.446,0.4328,0.0936,0.0246,-0.0764,-0.0236,0.172222222222,-0.411111111111,1.31111111111
1386186013.39,0.4058,0.4492,0.438,0.1346,0.0512,-0.123,-0.021,0.208333333333,-0.413888888889,1.33888888889
1386186013.4,0.4092,0.4558,0.4448,0.1556,0.064,-0.1462,-0.021,0.208333333333,-0.413888888889,1.33888888889
1386186013.41,0.415,0.4686,0.4532,0.1944,0.092,-0.193,-0.0186,0.241666666667,-0.411111111111,1.34166666667
1386186013.43,0.4192,0.472,0.4682,0.2422,0.136,-0.255,-0.0158,0.280555555556,-0.411111111111,1.36666666667
1386186013.44,0.4148,0.4826,0.472,0.2762,0.169,-0.3004,-0.0132,0.316666666667,-0.405555555556,1.375
1386186013.45,0.4314,0.481,0.487,0.3248,0.1982,-0.3372,-0.0082,0.386111111111,-0.4,1.43055555556
1386186013.46,0.4396,0.479,0.4906,0.3508,0.2112,-0.3532,-0.004,0.444444444444,-0.375,1.44444444444
1386186013.46,0.4436,0.484,0.4946,0.3728,0.2238,-0.3698,-0.004,0.444444444444,-0.375,1.44444444444
1386186013.47,0.454,0.493,0.4996,0.3934,0.235,-0.3868,-0.004,0.444444444444,-0.375,1.44444444444
1386186013.48,0.4666,0.4984,0.5074,0.4136,0.246,-0.4036,0.0002,0.502777777778,-0.35,1.48055555556
1386186013.5,0.4948,0.4926,0.5216,0.4772,0.2904,-0.4612,0.01,0.638888888889,-0.305555555556,1.51388888889
1386186013.51,0.4942,0.4788,0.5208,0.49,0.2946,-0.4708,0.01,0.638888888889,-0.305555555556,1.51388888889
1386186013.52,0.5108,0.4812,0.5248,0.5108,0.2882,-0.4854,0.016,0.722222222222,-0.275,1.50833333333
1386186013.55,0.5662,0.5094,0.5024,0.5156,0.273,-0.5054,0.0264,0.866666666667,-0.172222222222,1.52777777778
1386186013.55,0.7392,0.75,0.6148,0.5182,0.0498,-0.3874,0.03,0.916666666667,-0.213888888889,1.49444444444
1386186013.57,0.322,0.2062,0.3842,-0.0514,0.268,-0.1026,0.0202,0.780555555556,-0.177777777778,1.58055555556
1386186013.57,0.33,0.3964,0.4606,-0.1608,0.3126,-0.0288,0.0202,0.780555555556,-0.177777777778,1.58055555556
1386186013.58,0.4576,0.6002,0.5948,-0.1606,0.251,0.0026,0.0156,0.716666666667,-0.158333333333,1.58333333333
1386186013.58,0.5114,0.6648,0.6668,-0.1292,0.1784,0.0196,0.0156,0.716666666667,-0.158333333333,1.58333333333
1386186013.6,0.4146,0.5266,0.5386,-0.0992,0.1362,0.0262,0.0166,0.730555555556,-0.161111111111,1.57777777778
1386186013.6,0.4652,0.4968,0.5308,-0.0432,0.1146,0.0244,0.0166,0.730555555556,-0.161111111111,1.57777777778
1386186013.61,0.5228,0.5282,0.5678,0.0286,0.08,0.0196,0.0188,0.761111111111,-0.15,1.6
1386186013.61,0.524,0.5326,0.5644,0.089,0.0406,0.009,0.0188,0.761111111111,-0.15,1.6
1386186013.73,0.502,0.528,0.5486,-0.0818,-0.0786,0.2048,0.0172,0.738888888889,-0.241666666667,1.53333333333
1386186013.76,0.491,0.5134,0.538,-0.0896,-0.1204,0.2068,0.0136,0.688888888889,-0.272222222222,1.51111111111
1386186013.79,0.4832,0.497,0.5242,-0.0956,-0.1374,0.212,0.0102,0.641666666667,-0.308333333333,1.48888888889
1386186013.79,0.484,0.5006,0.5238,-0.098,-0.1398,0.2132,0.0072,0.6,-0.311111111111,1.46388888889
1386186013.8,0.482,0.4978,0.5198,-0.1016,-0.1404,0.2156,0.0072,0.6,-0.311111111111,1.46388888889
1386186013.8,0.478,0.4918,0.5144,-0.1072,-0.1388,0.2188,0.0052,0.572222222222,-0.319444444444,1.48055555556
1386186013.81,0.4766,0.491,0.5128,-0.1128,-0.137,0.2222,0.0052,0.572222222222,-0.319444444444,1.48055555556
1386186013.82,0.4774,0.4928,0.5118,-0.118,-0.1356,0.2264,0.0054,0.575,-0.327777777778,1.47777777778
1386186013.83,0.4744,0.4906,0.5054,-0.1306,-0.1296,0.234,0.0054,0.575,-0.327777777778,1.47777777778
1386186013.83,0.471,0.4894,0.5024,-0.1384,-0.1256,0.2368,0.0012,0.516666666667,-0.338888888889,1.45833333333
1386186013.85,0.4668,0.4864,0.4984,-0.1524,-0.118,0.2408,-0.0006,0.491666666667,-0.333333333333,1.43611111111
1386186013.85,0.4662,0.487,0.4964,-0.159,-0.1146,0.2418,-0.0006,0.491666666667,-0.333333333333,1.43611111111
1386186013.86,0.463,0.487,0.4934,-0.1662,-0.1108,0.241,-0.002,0.472222222222,-0.344444444444,1.44722222222
1386186013.87,0.4582,0.4856,0.4884,-0.18,-0.102,0.2378,-0.0044,0.438888888889,-0.361111111111,1.43888888889
1386186013.89,0.447,0.4742,0.4796,-0.1948,-0.089,0.2302,-0.0044,0.438888888889,-0.361111111111,1.43888888889
1386186013.89,0.4426,0.474,0.4774,-0.1962,-0.0876,0.2266,-0.0044,0.438888888889,-0.361111111111,1.43888888889
1386186013.91,0.4332,0.4734,0.4736,-0.192,-0.0888,0.214,-0.0092,0.372222222222,-0.347222222222,1.40555555556
1386186013.92,0.4332,0.4718,0.4712,-0.1872,-0.0892,0.2114,-0.0092,0.372222222222,-0.347222222222,1.40555555556
1386186013.97,0.4192,0.4636,0.4604,-0.1314,-0.0786,0.143,-0.0142,0.302777777778,-0.375,1.38611111111
1386186013.98,0.4166,0.4618,0.459,-0.126,-0.0728,0.1324,-0.0166,0.269444444444,-0.369444444444,1.375
1386186013.98,0.4174,0.4658,0.4608,-0.1206,-0.0666,0.12,-0.0166,0.269444444444,-0.369444444444,1.375
1386186014.0,0.4126,0.466,0.4606,-0.1076,-0.0534,0.0944,-0.0178,0.252777777778,-0.380555555556,1.37222222222
1386186014.0,0.4114,0.4618,0.458,-0.0996,-0.047,0.0824,-0.0178,0.252777777778,-0.380555555556,1.37222222222
1386186014.01,0.4148,0.467,0.4608,-0.0892,-0.042,0.0704,-0.0178,0.252777777778,-0.380555555556,1.37222222222
1386186014.01,0.4164,0.4694,0.463,-0.0788,-0.0368,0.0574,-0.0178,0.252777777778,-0.380555555556,1.37222222222
1386186014.02,0.4172,0.4724,0.465,-0.0684,-0.0304,0.0438,-0.0178,0.252777777778,-0.369444444444,1.37222222222
1386186014.03,0.4188,0.4738,0.466,-0.0572,-0.0232,0.0298,-0.0178,0.252777777778,-0.369444444444,1.37222222222
1386186014.03,0.4166,0.471,0.4642,-0.0498,-0.0146,0.0152,-0.0168,0.266666666667,-0.375,1.375
1386186014.04,0.4158,0.4672,0.4626,-0.0384,-0.0084,0.0054,-0.0168,0.266666666667,-0.375,1.375
1386186014.04,0.4158,0.466,0.4626,-0.0254,0.0004,-0.01,-0.0176,0.255555555556,-0.388888888889,1.37777777778
1386186014.05,0.4146,0.4578,0.458,0.0016,0.0178,-0.0418,-0.0154,0.286111111111,-0.369444444444,1.38333333333
1386186014.06,0.415,0.4542,0.4562,0.0162,0.0254,-0.0576,-0.0154,0.286111111111,-0.369444444444,1.38333333333
1386186014.09,0.4272,0.4456,0.454,0.0926,0.0518,-0.133,-0.0156,0.283333333333,-0.383333333333,1.425
1386186014.1,0.432,0.4486,0.4558,0.1076,0.0552,-0.1472,-0.012,0.333333333333,-0.388888888889,1.41111111111
1386186014.1,0.4408,0.4598,0.4622,0.1226,0.0578,-0.1618,-0.012,0.333333333333,-0.388888888889,1.41111111111
1386186014.11,0.4482,0.4694,0.4668,0.1378,0.0616,-0.1776,-0.011,0.347222222222,-0.372222222222,1.425
1386186014.11,0.4526,0.474,0.47,0.1516,0.0672,-0.1942,-0.011,0.347222222222,-0.372222222222,1.425
1386186014.12,0.4584,0.48,0.4716,0.1644,0.0744,-0.212,-0.011,0.347222222222,-0.372222222222,1.425
1386186014.13,0.4628,0.488,0.478,0.177,0.083,-0.232,-0.011,0.347222222222,-0.372222222222,1.425
1386186014.13,0.4618,0.4818,0.4794,0.1892,0.0928,-0.2528,-0.011,0.347222222222,-0.372222222222,1.425
1386186014.14,0.4608,0.4778,0.482,0.2008,0.102,-0.2742,-0.0054,0.425,-0.366666666667,1.44722222222
1386186014.14,0.462,0.4818,0.4842,0.2138,0.1094,-0.2964,-0.0054,0.425,-0.366666666667,1.44722222222
1386186014.17,0.472,0.469,0.4938,0.3188,0.1266,-0.3882,0.0078,0.608333333333,-0.327777777778,1.50277777778
1386186014.18,0.4784,0.4688,0.4962,0.3438,0.1288,-0.4052,0.0078,0.608333333333,-0.327777777778,1.50277777778
1386186014.19,0.485,0.476,0.5012,0.3664,0.1312,-0.4212,0.0078,0.608333333333,-0.327777777778,1.50277777778
1386186014.2,0.4932,0.4856,0.5034,0.3982,0.1446,-0.4544,0.0104,0.644444444444,-0.330555555556,1.51388888889
1386186014.22,0.5102,0.4906,0.5136,0.4474,0.1668,-0.4968,0.0196,0.772222222222,-0.269444444444,1.50833333333
1386186014.22,0.5208,0.4896,0.5226,0.469,0.1686,-0.5072,0.0196,0.772222222222,-0.269444444444,1.50833333333
1386186014.23,0.5264,0.4792,0.5222,0.4896,0.1708,-0.5168,0.027,0.875,-0.225,1.49166666667
1386186014.23,0.534,0.4748,0.5234,0.5156,0.1674,-0.5252,0.027,0.875,-0.225,1.49166666667
1386186014.26,0.3014,0.4196,0.4134,-0.1266,0.1684,0.0012,0.0282,0.891666666667,-0.272222222222,1.48333333333
1386186014.27,0.3972,0.4036,0.4692,-0.1466,0.182,0.0444,0.0218,0.802777777778,-0.233333333333,1.53888888889
1386186014.28,0.5582,0.7006,0.6464,-0.0776,0.0698,0.0622,0.0216,0.8,-0.255555555556,1.53333333333
1386186014.29,0.5302,0.5874,0.6006,-0.0574,0.0472,0.0654,0.0216,0.8,-0.255555555556,1.53333333333
1386186014.31,0.4786,0.4874,0.5226,0.0696,0.012,0.0548,0.0234,0.825,-0.238888888889,1.53055555556
1386186014.31,0.524,0.52,0.5356,0.1228,-0.0334,0.0462,0.0234,0.825,-0.255555555556,1.50277777778
1386186014.33,0.548,0.5016,0.5358,0.1816,-0.1,0.0462,0.0258,0.858333333333,-0.280555555556,1.48055555556
1386186014.34,0.5342,0.4822,0.53,0.142,-0.0974,0.07,0.0252,0.85,-0.3,1.48055555556
1386186014.39,0.5348,0.5362,0.5482,-0.055,-0.098,0.2114,0.0192,0.766666666667,-0.327777777778,1.43888888889
1386186014.39,0.5302,0.5386,0.5482,-0.0722,-0.0992,0.2224,0.0192,0.766666666667,-0.327777777778,1.43888888889
1386186014.4,0.5194,0.5344,0.5398,-0.0826,-0.1002,0.231,0.019,0.763888888889,-0.358333333333,1.46666666667
1386186014.41,0.5112,0.5324,0.5358,-0.0954,-0.101,0.236,0.019,0.763888888889,-0.358333333333,1.46666666667
1386186014.41,0.5052,0.5304,0.5336,-0.1056,-0.1032,0.2422,0.016,0.722222222222,-0.358333333333,1.44722222222
1386186014.42,0.5014,0.528,0.5338,-0.1128,-0.1064,0.2476,0.016,0.722222222222,-0.358333333333,1.44722222222
1386186014.42,0.5002,0.5286,0.5332,-0.1184,-0.1104,0.2518,0.016,0.722222222222,-0.358333333333,1.44722222222
1386186014.43,0.4956,0.5248,0.529,-0.1228,-0.1138,0.2546,0.0128,0.677777777778,-0.377777777778,1.45555555556
1386186014.44,0.492,0.515,0.5252,-0.126,-0.1162,0.2568,0.0128,0.677777777778,-0.377777777778,1.45555555556
1386186014.44,0.4888,0.5102,0.5222,-0.1278,-0.1196,0.2588,0.0096,0.633333333333,-0.375,1.44722222222
1386186014.45,0.4892,0.5162,0.521,-0.1288,-0.1248,0.2594,0.0096,0.633333333333,-0.375,1.44722222222
1386186014.45,0.4892,0.52,0.5184,-0.129,-0.1298,0.2588,0.0108,0.65,-0.408333333333,1.42777777778
1386186014.46,0.4874,0.5162,0.5152,-0.1302,-0.1322,0.2588,0.0108,0.65,-0.408333333333,1.42777777778
1386186014.47,0.4814,0.511,0.51,-0.1366,-0.1312,0.2602,0.0064,0.588888888889,-0.4,1.42222222222
1386186014.48,0.476,0.506,0.5054,-0.141,-0.128,0.2612,0.0064,0.588888888889,-0.4,1.42222222222
1386186014.5,0.4642,0.491,0.5006,-0.154,-0.1168,0.2652,0.002,0.527777777778,-0.427777777778,1.38888888889
1386186014.51,0.4614,0.4904,0.4962,-0.1634,-0.11,0.265,0.0,0.5,-0.427777777778,1.37777777778
1386186014.51,0.4554,0.4846,0.4902,-0.1716,-0.105,0.2642,0.0,0.5,-0.427777777778,1.37777777778
1386186014.52,0.4514,0.4814,0.4878,-0.1788,-0.101,0.263,-0.0026,0.463888888889,-0.441666666667,1.38333333333
1386186014.53,0.4506,0.4822,0.4864,-0.1828,-0.0984,0.2616,-0.0026,0.463888888889,-0.441666666667,1.38333333333
1386186014.53,0.4496,0.483,0.4844,-0.1882,-0.0968,0.2602,-0.0032,0.455555555556,-0.436111111111,1.37777777778
1386186014.54,0.4482,0.484,0.4832,-0.1928,-0.0936,0.258,-0.0032,0.455555555556,-0.436111111111,1.37777777778
1386186014.54,0.4448,0.482,0.4804,-0.1976,-0.0894,0.2562,-0.0032,0.455555555556,-0.436111111111,1.37777777778
1386186014.55,0.4416,0.4768,0.477,-0.2026,-0.0842,0.2538,-0.0072,0.4,-0.444444444444,1.39444444444
1386186014.56,0.4342,0.4736,0.4728,-0.212,-0.0752,0.2466,-0.0086,0.380555555556,-0.447222222222,1.36944444444
