timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ,magX,magY,magZ
1386186029.18,0.5238,0.5144,0.4586,-0.0794,-0.0306,0.3008,0.0324,0.95,-0.577777777778,1.14722222222
1386186029.19,0.5224,0.5146,0.46,-0.0834,-0.0304,0.3016,0.0324,0.95,-0.577777777778,1.14722222222
1386186029.21,0.5054,0.5028,0.4594,-0.1058,-0.0268,0.2958,0.0272,0.877777777778,-0.586111111111,1.18333333333
1386186029.22,0.492,0.4908,0.4508,-0.1104,-0.0258,0.2924,0.0254,0.852777777778,-0.591666666667,1.16388888889
1386186029.22,0.49,0.4876,0.4504,-0.1136,-0.024,0.2888,0.0254,0.852777777778,-0.591666666667,1.16388888889
1386186029.23,0.4832,0.4818,0.4472,-0.1164,-0.0228,0.2796,0.022,0.805555555556,-0.594444444444,1.16944444444
1386186029.24,0.485,0.4848,0.449,-0.1168,-0.0232,0.2748,0.022,0.805555555556,-0.594444444444,1.16944444444
1386186029.24,0.4798,0.4832,0.4458,-0.1158,-0.0244,0.2698,0.0222,0.808333333333,-0.611111111111,1.18055555556
1386186029.26,0.4748,0.4788,0.4452,-0.1104,-0.0228,0.25,0.0196,0.772222222222,-0.619444444444,1.19166666667
1386186029.27,0.4642,0.476,0.4396,-0.1094,-0.0224,0.2424,0.0188,0.761111111111,-0.605555555556,1.175
1386186029.27,0.4664,0.4788,0.4416,-0.108,-0.0204,0.2344,0.0188,0.761111111111,-0.605555555556,1.175
1386186029.29,0.462,0.4716,0.4378,-0.108,-0.011,0.217,0.0166,0.730555555556,-0.619444444444,1.16111111111
1386186029.31,0.4544,0.4698,0.433,-0.1134,-0.0014,0.1806,0.015,0.708333333333,-0.622222222222,1.16944444444
1386186029.32,0.4566,0.4704,0.436,-0.1142,0.0016,0.17,0.015,0.708333333333,-0.622222222222,1.16944444444
1386186029.32,0.4486,0.4674,0.432,-0.1136,0.0036,0.1592,0.0112,0.655555555556,-0.602777777778,1.17777777778
1386186029.33,0.4458,0.4654,0.4318,-0.1142,0.005,0.1478,0.0112,0.655555555556,-0.602777777778,1.17777777778
1386186029.33,0.4436,0.4614,0.4292,-0.1122,0.007,0.1362,0.0114,0.658333333333,-0.597222222222,1.19166666667
1386186029.34,0.4442,0.4628,0.4288,-0.1084,0.0074,0.1244,0.0114,0.658333333333,-0.597222222222,1.19166666667
1386186029.35,0.4448,0.4658,0.43,-0.1022,0.006,0.1126,0.0112,0.655555555556,-0.616666666667,1.21111111111
1386186029.35,0.4408,0.4628,0.4258,-0.0962,0.0054,0.1,0.0112,0.655555555556,-0.616666666667,1.21111111111
1386186029.36,0.4468,0.4684,0.4314,-0.089,0.0042,0.0874,0.0112,0.655555555556,-0.616666666667,1.21111111111
1386186029.36,0.4428,0.465,0.4286,-0.08,0.002,0.075,0.0116,0.661111111111,-0.605555555556,1.18055555556
1386186029.38,0.4426,0.4622,0.4278,-0.0586,-0.002,0.049,0.0118,0.663888888889,-0.597222222222,1.18888888889
1386186029.38,0.4496,0.4702,0.434,-0.0468,-0.0048,0.0352,0.0118,0.663888888889,-0.597222222222,1.18888888889
1386186029.39,0.4472,0.468,0.43,-0.0338,-0.008,0.0208,0.0114,0.658333333333,-0.602777777778,1.18611111111
1386186029.39,0.4528,0.4718,0.4318,-0.0204,-0.0108,0.0056,0.0114,0.658333333333,-0.602777777778,1.18611111111
1386186029.41,0.4604,0.4784,0.4334,0.0052,-0.015,-0.027,0.0112,0.655555555556,-0.597222222222,1.17777777778
1386186029.41,0.4648,0.4802,0.4352,0.0168,-0.0162,-0.044,0.0112,0.655555555556,-0.597222222222,1.17777777778
1386186029.42,0.4624,0.4782,0.4326,0.0276,-0.017,-0.0614,0.0128,0.677777777778,-0.6,1.19166666667
1386186029.44,0.4578,0.47,0.4302,0.0604,-0.0196,-0.1252,0.0152,0.711111111111,-0.591666666667,1.19722222222
1386186029.45,0.4512,0.4658,0.4276,0.068,-0.0206,-0.1416,0.0152,0.711111111111,-0.591666666667,1.19722222222
1386186029.45,0.4502,0.467,0.4286,0.077,-0.0224,-0.1576,0.0206,0.786111111111,-0.602777777778,1.18333333333
1386186029.47,0.4512,0.4604,0.4314,0.1136,-0.0286,-0.2014,0.0204,0.783333333333,-0.611111111111,1.19166666667
1386186029.48,0.459,0.4656,0.4362,0.1258,-0.0318,-0.2152,0.0204,0.783333333333,-0.611111111111,1.19166666667
1386186029.48,0.4622,0.47,0.437,0.1382,-0.0358,-0.229,0.0216,0.8,-0.6,1.175
1386186029.49,0.466,0.4694,0.4376,0.1584,-0.0396,-0.2576,0.0254,0.852777777778,-0.602777777778,1.18333333333
1386186029.51,0.4942,0.4938,0.4502,0.1774,-0.042,-0.3032,0.0274,0.880555555556,-0.602777777778,1.18611111111
1386186029.52,0.5032,0.5004,0.4522,0.1814,-0.0406,-0.3208,0.033,0.958333333333,-0.577777777778,1.16111111111
1386186029.54,0.5294,0.5286,0.455,0.1824,-0.0236,-0.3862,0.0358,0.997222222222,-0.566666666667,1.16388888889
1386186029.56,0.546,0.5146,0.4364,0.2096,0.0026,-0.4702,0.0418,1.08055555556,-0.525,1.14722222222
1386186029.57,0.5568,0.5218,0.4364,0.2244,-0.0012,-0.4932,0.0418,1.08055555556,-0.525,1.14722222222
1386186029.57,0.5742,0.526,0.4466,0.25,-0.0122,-0.5142,0.0462,1.14166666667,-0.511111111111,1.14444444444
1386186029.58,0.574,0.5198,0.4422,0.2696,-0.02,-0.5372,0.0462,1.14166666667,-0.511111111111,1.14444444444
1386186029.58,0.5812,0.5212,0.44,0.2888,-0.032,-0.5594,0.0462,1.14166666667,-0.511111111111,1.14444444444
1386186029.59,0.593,0.5198,0.4538,0.311,-0.0404,-0.5802,0.0462,1.14166666667,-0.511111111111,1.14444444444
1386186029.6,0.5498,0.4632,0.4388,0.3306,-0.0422,-0.5986,0.0462,1.14166666667,-0.511111111111,1.14444444444
1386186029.6,0.7508,0.7322,0.5416,0.3704,-0.3098,-0.416,0.0564,1.28333333333,-0.455555555556,1.06666666667
1386186029.61,0.5216,0.578,0.4114,0.0058,-0.1664,-0.0984,0.0502,1.19722222222,-0.511111111111,1.10277777778
1386186029.62,0.5662,0.1782,0.2706,-0.053,0.1866,-0.0346,0.0502,1.19722222222,-0.511111111111,1.10277777778
1386186029.63,0.595,0.258,0.3008,-0.0632,0.3358,0.006,0.048,1.16666666667,-0.447222222222,1.2
1386186029.63,0.5548,0.5386,0.415,-0.0724,0.285,0.0428,0.048,1.16666666667,-0.447222222222,1.2
1386186029.64,0.5788,0.6068,0.4596,-0.0594,0.1936,0.0694,0.0474,1.15833333333,-0.463888888889,1.18055555556
1386186029.66,0.5472,0.5492,0.4792,0.0054,0.068,0.0962,0.0452,1.12777777778,-0.475,1.17777777778
1386186029.66,0.5486,0.518,0.473,0.0356,0.07,0.0944,0.0452,1.12777777778,-0.475,1.17777777778
1386186029.68,0.5488,0.5076,0.4666,0.0804,0.0452,0.0932,0.046,1.13888888889,-0.488888888889,1.15833333333
1386186029.68,0.557,0.516,0.4726,0.0804,0.037,0.096,0.046,1.13888888889,-0.488888888889,1.15833333333
1386186029.69,0.5632,0.5254,0.478,0.074,0.0278,0.0986,0.0456,1.13333333333,-0.497222222222,1.13611111111
1386186029.7,0.5596,0.5188,0.4784,0.038,0.0274,0.1112,0.0456,1.13333333333,-0.497222222222,1.13611111111
1386186029.71,0.5482,0.504,0.48,0.0166,0.0334,0.1198,0.046,1.13888888889,-0.494444444444,1.16944444444
1386186029.72,0.5438,0.5002,0.4726,-0.0196,0.04,0.144,0.0428,1.09444444444,-0.516666666667,1.19444444444
1386186029.73,0.5552,0.515,0.4796,-0.0298,0.0362,0.1576,0.0428,1.09444444444,-0.516666666667,1.19444444444
1386186029.73,0.547,0.5146,0.4732,-0.0386,0.0304,0.1704,0.04,1.05555555556,-0.522222222222,1.175
1386186029.74,0.5592,0.528,0.4806,-0.0434,0.0244,0.1832,0.04,1.05555555556,-0.522222222222,1.175
1386186029.75,0.5544,0.522,0.4692,-0.0446,0.0184,0.1936,0.0394,1.04722222222,-0.502777777778,1.20555555556
1386186029.75,0.5566,0.5262,0.4692,-0.0436,0.0106,0.2036,0.0394,1.04722222222,-0.502777777778,1.20555555556
1386186029.76,0.551,0.5268,0.4658,-0.0414,0.0006,0.2132,0.0388,1.03888888889,-0.536111111111,1.16388888889
1386186029.76,0.5522,0.533,0.4686,-0.0382,-0.0098,0.2218,0.0388,1.03888888889,-0.536111111111,1.16388888889
1386186029.77,0.5408,0.5284,0.4674,-0.0342,-0.0262,0.2356,0.036,1.0,-0.538888888889,1.15
1386186029.79,0.5282,0.5162,0.4636,-0.0328,-0.037,0.2474,0.0356,0.994444444444,-0.544444444444,1.14722222222
1386186029.79,0.5306,0.5188,0.4678,-0.033,-0.042,0.2526,0.0356,0.994444444444,-0.544444444444,1.14722222222
1386186029.8,0.5216,0.5136,0.4634,-0.034,-0.0472,0.257,0.0336,0.966666666667,-0.569444444444,1.16388888889
1386186029.8,0.5188,0.5134,0.464,-0.036,-0.051,0.261,0.0336,0.966666666667,-0.569444444444,1.16388888889
1386186029.81,0.5096,0.5096,0.4652,-0.039,-0.0528,0.2644,0.0306,0.925,-0.577777777778,1.15555555556
1386186029.83,0.5014,0.4964,0.4516,-0.0442,-0.051,0.272,0.0282,0.891666666667,-0.577777777778,1.16111111111
1386186029.84,0.4876,0.4956,0.4522,-0.0518,-0.0524,0.2738,0.0276,0.883333333333,-0.594444444444,1.15555555556
1386186029.85,0.4972,0.4978,0.4576,-0.0562,-0.0536,0.2734,0.0276,0.883333333333,-0.594444444444,1.15555555556
1386186029.87,0.4748,0.4826,0.4502,-0.0584,-0.0514,0.2666,0.0238,0.830555555556,-0.608333333333,1.14444444444
1386186029.89,0.4778,0.488,0.4536,-0.0554,-0.042,0.2536,0.0232,0.822222222222,-0.619444444444,1.13888888889
1386186029.89,0.473,0.4778,0.4466,-0.0568,-0.0354,0.2472,0.0208,0.788888888889,-0.622222222222,1.13333333333
1386186029.9,0.4718,0.479,0.448,-0.0602,-0.0296,0.2398,0.0208,0.788888888889,-0.622222222222,1.13333333333
1386186029.91,0.466,0.4798,0.4464,-0.0634,-0.0252,0.2316,0.019,0.763888888889,-0.613888888889,1.15277777778
1386186029.91,0.4688,0.4848,0.452,-0.0656,-0.0188,0.2226,0.019,0.763888888889,-0.613888888889,1.15277777778
1386186029.92,0.4626,0.472,0.4434,-0.0698,-0.0108,0.2134,0.0176,0.744444444444,-0.619444444444,1.16111111111
1386186029.93,0.4534,0.4684,0.439,-0.0804,0.0014,0.193,0.0172,0.738888888889,-0.613888888889,1.15
1386186029.94,0.4536,0.4696,0.4398,-0.0844,0.0058,0.1816,0.0172,0.738888888889,-0.613888888889,1.15
1386186029.97,0.444,0.4614,0.4312,-0.0824,0.0266,0.1142,0.0142,0.697222222222,-0.616666666667,1.16666666667
1386186029.98,0.4452,0.4668,0.4338,-0.0774,0.0284,0.1018,0.0142,0.697222222222,-0.616666666667,1.16666666667
1386186029.98,0.4444,0.4686,0.433,-0.0714,0.0288,0.0892,0.0134,0.686111111111,-0.616666666667,1.175
1386186030.0,0.4466,0.4694,0.4314,-0.0572,0.0304,0.0626,0.0134,0.686111111111,-0.616666666667,1.175
1386186030.0,0.4492,0.4712,0.4322,-0.0494,0.0322,0.0488,0.0134,0.686111111111,-0.616666666667,1.175
1386186030.01,0.4538,0.4736,0.4332,-0.041,0.0336,0.0344,0.0134,0.686111111111,-0.616666666667,1.175
1386186030.01,0.454,0.4716,0.43,-0.0316,0.0338,0.0196,0.0144,0.7,-0.613888888889,1.20555555556
1386186030.02,0.4612,0.478,0.4332,-0.0218,0.032,0.0042,0.0144,0.7,-0.613888888889,1.20555555556
1386186030.05,0.4652,0.481,0.431,0.0186,0.0206,-0.0806,0.0174,0.741666666667,-0.608333333333,1.20555555556
1386186030.05,0.4654,0.4824,0.434,0.0252,0.0188,-0.0976,0.0174,0.741666666667,-0.608333333333,1.20555555556
1386186030.07,0.4676,0.475,0.4368,0.0458,0.0156,-0.1466,0.0172,0.738888888889,-0.597222222222,1.21111111111
1386186030.08,0.4608,0.4704,0.4336,0.054,0.0138,-0.157,0.0192,0.766666666667,-0.594444444444,1.20833333333
1386186030.09,0.459,0.4608,0.432,0.0714,0.0076,-0.1854,0.021,0.791666666667,-0.580555555556,1.19722222222
1386186030.1,0.4638,0.4662,0.437,0.0808,0.002,-0.1986,0.021,0.791666666667,-0.580555555556,1.19722222222
1386186030.1,0.4664,0.4688,0.4372,0.09,-0.005,-0.2106,0.0222,0.808333333333,-0.586111111111,1.20277777778
1386186030.11,0.471,0.4766,0.4426,0.099,-0.012,-0.2226,0.0222,0.808333333333,-0.586111111111,1.20277777778
1386186030.11,0.4716,0.4776,0.4446,0.1074,-0.0168,-0.2338,0.0222,0.808333333333,-0.586111111111,1.20277777778
1386186030.12,0.4726,0.4748,0.4448,0.114,-0.0188,-0.2444,0.025,0.847222222222,-0.586111111111,1.19444444444
1386186030.13,0.4804,0.4792,0.4494,0.12,-0.0186,-0.2546,0.025,0.847222222222,-0.586111111111,1.19444444444
1386186030.14,0.4836,0.4832,0.4522,0.128,-0.014,-0.2742,0.0276,0.883333333333,-0.566666666667,1.18055555556
1386186030.14,0.4814,0.478,0.4468,0.1304,-0.0098,-0.2836,0.0298,0.913888888889,-0.55,1.19166666667
1386186030.15,0.49,0.4844,0.4498,0.1334,-0.0056,-0.293,0.0298,0.913888888889,-0.55,1.19166666667
1386186030.16,0.4858,0.483,0.4454,0.1376,-0.003,-0.302,0.0332,0.961111111111,-0.561111111111,1.19444444444
1386186030.16,0.4876,0.4826,0.444,0.1428,-0.001,-0.3108,0.0332,0.961111111111,-0.561111111111,1.19444444444
1386186030.17,0.4978,0.481,0.44,0.1498,-0.0014,-0.3198,0.0364,1.00555555556,-0.533333333333,1.16388888889
1386186030.17,0.5128,0.4944,0.4414,0.1588,-0.0068,-0.3302,0.0364,1.00555555556,-0.533333333333,1.16388888889
1386186030.18,0.524,0.5102,0.4404,0.1678,-0.0174,-0.3416,0.0364,1.00555555556,-0.533333333333,1.16388888889
1386186030.19,0.534,0.513,0.4356,0.1788,-0.031,-0.3532,0.0398,1.05277777778,-0.533333333333,1.16944444444
1386186030.19,0.5672,0.5406,0.4518,0.1948,-0.0476,-0.3658,0.0398,1.05277777778,-0.533333333333,1.16944444444
1386186030.2,0.5774,0.5462,0.45,0.2108,-0.0618,-0.38,0.0428,1.09444444444,-0.519444444444,1.17777777778
1386186030.2,0.5978,0.556,0.4486,0.2186,-0.0708,-0.3964,0.0428,1.09444444444,-0.519444444444,1.17777777778
1386186030.21,0.599,0.553,0.446,0.2336,-0.0754,-0.4072,0.0442,1.11388888889,-0.511111111111,1.17777777778
1386186030.22,0.6032,0.5524,0.4438,0.244,-0.0772,-0.4248,0.0442,1.11388888889,-0.511111111111,1.17777777778
1386186030.23,0.6164,0.5326,0.4358,0.2604,-0.0758,-0.4566,0.0516,1.21666666667,-0.472222222222,1.10833333333
1386186030.26,0.6406,0.2226,0.2818,-0.0274,0.0768,-0.0084,0.051,1.20833333333,-0.538888888889,1.05833333333
1386186030.26,0.5808,0.2618,0.3132,-0.0548,0.2528,0.0332,0.047,1.15277777778,-0.455555555556,1.18055555556
1386186030.27,0.589,0.5934,0.4662,-0.0736,0.1346,0.0846,0.0444,1.11666666667,-0.511111111111,1.16388888889
1386186030.28,0.5792,0.6492,0.5058,-0.0646,0.0574,0.0962,0.0444,1.11666666667,-0.511111111111,1.16388888889
1386186030.29,0.554,0.632,0.5196,-0.0512,0.0178,0.0998,0.0448,1.12222222222,-0.513888888889,1.15555555556
1386186030.29,0.5392,0.5414,0.4876,-0.037,0.0238,0.098,0.0448,1.12222222222,-0.513888888889,1.15555555556
1386186030.3,0.5406,0.4996,0.4726,-0.0212,0.0446,0.0934,0.0448,1.12222222222,-0.513888888889,1.15555555556
1386186030.3,0.5244,0.4834,0.4624,-0.006,0.0522,0.0888,0.0436,1.10555555556,-0.491666666667,1.16666666667
1386186030.31,0.5386,0.5022,0.4734,-0.0018,0.045,0.0848,0.0436,1.10555555556,-0.491666666667,1.16666666667
1386186030.32,0.5414,0.5116,0.4752,0.001,0.0352,0.0814,0.045,1.125,-0.516666666667,1.15555555556
1386186030.32,0.5504,0.526,0.4862,-0.004,0.0272,0.0786,0.045,1.125,-0.516666666667,1.15555555556
1386186030.33,0.5392,0.5114,0.4776,-0.0142,0.027,0.0772,0.0438,1.10833333333,-0.497222222222,1.19444444444
1386186030.33,0.5408,0.5048,0.4796,-0.0238,0.0302,0.0772,0.0438,1.10833333333,-0.497222222222,1.19444444444
1386186030.35,0.5256,0.487,0.4778,-0.0582,0.049,0.0806,0.0456,1.13333333333,-0.505555555556,1.175
1386186030.35,0.5154,0.4814,0.4922,-0.078,0.0586,0.0858,0.0456,1.13333333333,-0.505555555556,1.175
1386186030.38,0.5408,0.497,0.4846,-0.1344,0.0982,0.1328,0.0396,1.05,-0.491666666667,1.21944444444
1386186030.39,0.5422,0.4974,0.485,-0.1424,0.1088,0.1408,0.0396,1.05,-0.491666666667,1.21944444444
1386186030.39,0.5396,0.496,0.4832,-0.1508,0.1188,0.148,0.037,1.01388888889,-0.502777777778,1.25277777778
1386186030.4,0.539,0.4952,0.4832,-0.1584,0.1286,0.1544,0.037,1.01388888889,-0.502777777778,1.25277777778
1386186030.41,0.5344,0.4934,0.4842,-0.1668,0.1386,0.1598,0.0352,0.988888888889,-0.480555555556,1.26666666667
1386186030.41,0.5286,0.489,0.486,-0.1766,0.1504,0.1648,0.0352,0.988888888889,-0.480555555556,1.26666666667
1386186030.42,0.5274,0.4882,0.4882,-0.1856,0.1634,0.17,0.0352,0.988888888889,-0.480555555556,1.26666666667
1386186030.42,0.5152,0.4784,0.477,-0.1932,0.1752,0.1758,0.033,0.958333333333,-0.475,1.28055555556
1386186030.44,0.5202,0.4434,0.4726,-0.2034,0.1908,0.1874,0.0286,0.897222222222,-0.455555555556,1.30277777778
1386186030.47,0.5134,0.483,0.4866,-0.207,0.1318,0.2034,0.027,0.875,-0.430555555556,1.34166666667
1386186030.47,0.5176,0.4798,0.4782,-0.2062,0.1364,0.204,0.027,0.875,-0.430555555556,1.34166666667
1386186030.48,0.506,0.4658,0.4752,-0.2088,0.1516,0.1998,0.0218,0.802777777778,-0.452777777778,1.37222222222
1386186030.49,0.5,0.4566,0.4646,-0.2126,0.1596,0.199,0.0218,0.802777777778,-0.425,1.37777777778
1386186030.5,0.4954,0.4566,0.467,-0.219,0.1646,0.1972,0.0218,0.802777777778,-0.425,1.37777777778
1386186030.5,0.4888,0.4498,0.4636,-0.2252,0.1684,0.194,0.0202,0.780555555556,-0.422222222222,1.4
1386186030.51,0.4864,0.4524,0.4654,-0.2302,0.1698,0.1898,0.0202,0.780555555556,-0.422222222222,1.4
1386186030.51,0.4778,0.4544,0.4652,-0.2348,0.1688,0.1848,0.0178,0.747222222222,-0.397222222222,1.38611111111
1386186030.52,0.4694,0.4552,0.4658,-0.2372,0.1684,0.1802,0.0178,0.747222222222,-0.397222222222,1.38611111111
1386186030.52,0.4644,0.4434,0.4634,-0.2336,0.1718,0.1754,0.0148,0.705555555556,-0.391666666667,1.40555555556
1386186030.53,0.4752,0.4448,0.4842,-0.2248,0.1764,0.17,0.0148,0.705555555556,-0.391666666667,1.40555555556
1386186030.54,0.461,0.4328,0.4516,-0.2136,0.1844,0.1642,0.0148,0.705555555556,-0.391666666667,1.40555555556
1386186030.54,0.4452,0.4242,0.4368,-0.2,0.1902,0.1544,0.013,0.680555555556,-0.363888888889,1.47777777778
1386186030.56,0.4684,0.4566,0.4518,-0.1448,0.1586,0.1302,0.0126,0.675,-0.355555555556,1.44166666667
1386186030.57,0.4612,0.4594,0.444,-0.127,0.1478,0.1222,0.012,0.666666666667,-0.338888888889,1.46666666667
1386186030.57,0.4718,0.4666,0.4492,-0.11,0.1418,0.1148,0.012,0.666666666667,-0.338888888889,1.46666666667
1386186030.58,0.4756,0.4656,0.4466,-0.0932,0.1406,0.1072,0.011,0.652777777778,-0.35,1.47777777778
1386186030.59,0.481,0.47,0.4526,-0.0684,0.1472,0.0908,0.011,0.652777777778,-0.35,1.47777777778
1386186030.6,0.4786,0.4698,0.4524,-0.055,0.151,0.0846,0.0116,0.661111111111,-0.319444444444,1.49166666667
1386186030.6,0.4836,0.4812,0.4588,-0.0408,0.1562,0.0756,0.0116,0.661111111111,-0.319444444444,1.49166666667
1386186030.61,0.4788,0.4902,0.4612,-0.026,0.1586,0.0676,0.012,0.666666666667,-0.291666666667,1.48888888889
1386186030.62,0.4808,0.4918,0.4654,0.0038,0.1676,0.0576,0.0118,0.663888888889,-0.272222222222,1.51111111111
1386186030.63,0.4856,0.4882,0.4664,0.019,0.178,0.0534,0.0118,0.663888888889,-0.272222222222,1.51111111111
1386186030.63,0.4874,0.4874,0.4716,0.0332,0.1866,0.0486,0.0126,0.675,-0.255555555556,1.51944444444
1386186030.64,0.4848,0.4934,0.4866,0.0564,0.1958,0.0366,0.0126,0.675,-0.255555555556,1.51944444444
1386186030.66,0.5022,0.5356,0.5016,0.0848,0.2032,0.0106,0.014,0.694444444444,-0.213888888889,1.56666666667
1386186030.67,0.4814,0.5106,0.517,0.0876,0.2242,0.0008,0.0148,0.705555555556,-0.197222222222,1.55555555556
1386186030.68,0.481,0.4884,0.5082,0.0898,0.2552,-0.006,0.0148,0.705555555556,-0.197222222222,1.55555555556
1386186030.69,0.4686,0.4828,0.5008,0.0936,0.2724,-0.0118,0.015,0.708333333333,-0.147222222222,1.6
1386186030.69,0.4778,0.5028,0.5188,0.0986,0.2748,-0.015,0.015,0.708333333333,-0.147222222222,1.6
1386186030.7,0.4804,0.5032,0.5244,0.1022,0.2742,-0.018,0.0164,0.727777777778,-0.108333333333,1.57777777778
1386186030.7,0.4836,0.4944,0.5248,0.1054,0.2784,-0.023,0.0164,0.727777777778,-0.108333333333,1.57777777778
1386186030.71,0.4814,0.4884,0.5176,0.1088,0.2826,-0.0292,0.0164,0.727777777778,-0.108333333333,1.57777777778
1386186030.72,0.475,0.4992,0.516,0.1108,0.2786,-0.0348,0.0176,0.744444444444,-0.0944444444444,1.58055555556
1386186030.72,0.4844,0.5206,0.5374,0.111,0.268,-0.0376,0.0176,0.744444444444,-0.0944444444444,1.58055555556
1386186030.73,0.4722,0.5278,0.5356,0.1088,0.2628,-0.0392,0.0168,0.733333333333,-0.0638888888889,1.62777777778
1386186030.73,0.484,0.529,0.5422,0.1054,0.261,-0.0392,0.0168,0.733333333333,-0.0638888888889,1.62777777778
1386186030.74,0.4852,0.5158,0.5372,0.103,0.2664,-0.0374,0.0186,0.758333333333,-0.0222222222222,1.62777777778
1386186030.75,0.486,0.5142,0.5408,0.0986,0.2738,-0.0378,0.0186,0.758333333333,-0.0222222222222,1.62777777778
1386186030.75,0.4846,0.511,0.5408,0.094,0.2784,-0.0388,0.018,0.75,0.00555555555556,1.61666666667
1386186030.76,0.486,0.5062,0.5504,0.0888,0.2854,-0.0464,0.018,0.75,0.00555555555556,1.61666666667
1386186030.77,0.4712,0.495,0.5484,0.0846,0.2886,-0.052,0.019,0.763888888889,0.0472222222222,1.63888888889
1386186030.8,0.4774,0.4838,0.56,0.094,0.2618,-0.0514,0.0206,0.786111111111,0.111111111111,1.66111111111
1386186030.8,0.4808,0.4634,0.5372,0.0986,0.2532,-0.0492,0.0222,0.808333333333,0.119444444444,1.65
1386186030.81,0.4808,0.4774,0.5434,0.1022,0.2362,-0.0488,0.0222,0.808333333333,0.119444444444,1.65
1386186030.83,0.4898,0.5048,0.5604,0.1076,0.1736,-0.0454,0.0214,0.797222222222,0.138888888889,1.66944444444
1386186030.83,0.4908,0.4982,0.5568,0.1078,0.1634,-0.0432,0.0236,0.827777777778,0.166666666667,1.65555555556
1386186030.84,0.5002,0.4992,0.561,0.1092,0.1558,-0.0422,0.0236,0.827777777778,0.166666666667,1.65555555556
1386186030.89,0.4916,0.4688,0.5512,0.1136,0.1214,-0.0448,0.0254,0.852777777778,0.208333333333,1.65555555556
1386186030.89,0.497,0.462,0.5516,0.1116,0.1208,-0.0418,0.0254,0.852777777778,0.208333333333,1.65555555556
1386186030.9,0.4928,0.4528,0.5428,0.1094,0.1194,-0.0378,0.0272,0.877777777778,0.219444444444,1.66111111111
1386186030.91,0.5044,0.4602,0.547,0.1068,0.1138,-0.0334,0.0272,0.877777777778,0.219444444444,1.66111111111
1386186030.91,0.503,0.4574,0.5428,0.103,0.105,-0.0296,0.0274,0.880555555556,0.255555555556,1.67777777778
1386186030.92,0.5114,0.4646,0.5516,0.0974,0.0964,-0.027,0.0274,0.880555555556,0.255555555556,1.67777777778
1386186030.92,0.5044,0.4594,0.5412,0.0904,0.088,-0.0252,0.0268,0.872222222222,0.230555555556,1.68055555556
1386186030.93,0.511,0.4688,0.5494,0.0826,0.0776,-0.0236,0.0268,0.872222222222,0.230555555556,1.68055555556
1386186030.94,0.5094,0.4658,0.5478,0.0738,0.0694,-0.0226,0.0286,0.897222222222,0.252777777778,1.66388888889
1386186030.94,0.511,0.4658,0.5482,0.0642,0.0654,-0.022,0.0286,0.897222222222,0.252777777778,1.66388888889
1386186030.95,0.5116,0.4666,0.5494,0.055,0.0626,-0.0214,0.0286,0.897222222222,0.252777777778,1.66388888889
1386186030.96,0.5086,0.462,0.5488,0.0384,0.06,-0.0196,0.0288,0.9,0.252777777778,1.65833333333
1386186030.97,0.5664,0.506,0.6858,0.0234,0.0604,-0.016,0.0272,0.877777777778,0.247222222222,1.68055555556
1386186030.98,0.54,0.4964,0.5546,-0.0236,0.045,0.02,0.027,0.875,0.263888888889,1.65555555556
1386186030.98,0.4924,0.5044,0.542,-0.0432,0.0542,0.0244,0.027,0.875,0.263888888889,1.65555555556
1386186030.99,0.4896,0.4516,0.5324,-0.0676,0.0858,0.0248,0.026,0.861111111111,0.291666666667,1.675
1386186031.0,0.4822,0.4194,0.5138,-0.081,0.12,0.0328,0.026,0.861111111111,0.291666666667,1.675
1386186031.01,0.4864,0.4086,0.527,-0.0762,0.1464,0.0334,0.0234,0.825,0.316666666667,1.66944444444
1386186031.01,0.5262,0.46,0.5862,-0.0678,0.1326,0.033,0.0234,0.825,0.316666666667,1.66944444444
1386186031.02,0.499,0.4724,0.5264,-0.0784,0.104,0.049,0.0244,0.838888888889,0.308333333333,1.68333333333
1386186031.04,0.4984,0.4402,0.5238,-0.0784,0.109,0.047,0.0246,0.841666666667,0.316666666667,1.69444444444
1386186031.04,0.4952,0.44,0.5332,-0.074,0.1124,0.04,0.0228,0.816666666667,0.338888888889,1.7
1386186031.05,0.4964,0.4442,0.5354,-0.0766,0.1084,0.0418,0.0228,0.816666666667,0.338888888889,1.7
1386186031.06,0.4942,0.447,0.536,-0.077,0.1008,0.04,0.0224,0.811111111111,0.344444444444,1.71388888889
1386186031.07,0.4958,0.4414,0.5346,-0.0774,0.1004,0.04,0.0224,0.811111111111,0.344444444444,1.71388888889
1386186031.08,0.499,0.4454,0.5386,-0.0792,0.098,0.0414,0.0218,0.802777777778,0.341666666667,1.69444444444
1386186031.08,0.4942,0.4406,0.5362,-0.0816,0.0958,0.0424,0.0212,0.794444444444,0.361111111111,1.68055555556
1386186031.09,0.499,0.4416,0.5424,-0.0844,0.0952,0.0432,0.0212,0.794444444444,0.361111111111,1.68055555556
1386186031.11,0.4858,0.4554,0.5632,-0.1038,0.0888,0.0444,0.0192,0.766666666667,0.391666666667,1.71666666667
1386186031.12,0.4892,0.4572,0.5698,-0.108,0.0914,0.0436,0.0192,0.766666666667,0.391666666667,1.71666666667
